sampleID,group,type,name,sex,breed,breed_r,sterilized,weight_lbs,bod_cond,donor,donor_r,donorID,response,IBD,antibiotics,vomiting,diarrhea,constipation,symptom,days_since,duration_days,wet_food,raw_food,dry_food,diet_combo,col_date,seq_date,date_of_birth,age_yrs,response2
URUMDT,recipient,before,Sylvester,Male,Domestic Shorthair,Domestic,Yes,12.75,3,Tabitha,Tabitha1,37H62V,No Change,Yes,Yes,Yes,Yes,No,VomDiarr,2,NA,Yes,No,Yes,Wet.Dry,4/4/18,7/1/19,5/13/07,10.83,Non-Responder
UUMQ5L,recipient,before,Bug,Male,Domestic Longhair,Domestic,Yes,13.8,4,Tabitha,Tabitha1,37H62V,Improved,Yes,No,No,No,Yes,Constipation,NA,14,Yes,Yes,Yes,Other,10/18/17,5/23/19,3/17/10,7.58,Responder
V4FVJY,healthy,healthy,Daisy Brown,Female,Domestic Shorthair,Domestic Shorthair,Yes,NA,6,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,No,No,No,Other,NA,12/18/20,NA,3.17,NA
VEEJMG,healthy,healthy,Mushu,Male,Domestic Shorthair,Domestic Shorthair,Yes,NA,5,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,Yes,No,No,Wet,8/20/18,3/25/19,NA,9,NA
VHUCV9,healthy,healthy,Daphne,Female,Unknown,Unknown,Yes,NA,5,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,Yes,No,Yes,Wet.Dry,10/1/20,10/9/20,NA,7.92,NA
VJNHEK,healthy,healthy,Nora,Female,American Shorthair,American Shorthair,Yes,NA,5,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,Yes,No,Yes,Wet.Dry,10/7/20,12/18/20,NA,8.5,NA
VPFHDC,healthy,healthy,Romeo,Male,Domestic Shorthair,Domestic Shorthair,Yes,NA,5,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,No,No,Yes,Dry,4/22/21,5/4/21,NA,5.5,NA
VYL289,recipient,before,Azalea,Female,Domestic Shorthair,Domestic,Yes,5,1,Tabitha,Tabitha1,37H62V,Improved,No,Yes,Yes,No,Yes,Other,NA,55,Yes,Yes,No,Wet.Raw,3/1/18,10/11/19,2/6/98,20,Responder
WQSXG5,healthy,healthy,Sasha,Female,Siamese,Siamese,Yes,NA,6,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,NA,NA,NA,Other,11/2/19,11/8/19,NA,5.08,NA
WT5CDB,healthy,healthy,Mitz,Female,Persian,Other,Yes,NA,5,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,No,Yes,No,Raw,8/31/20,11/23/20,NA,5.25,NA
WXS7RM,recipient,before,Mia,Female,Bombay,Siamese.Burmese,Yes,8,5,Tabitha,Tabitha1,37H62V,No Change,No,Yes,No,Yes,No,Diarrhea,14,NA,Yes,No,Yes,Wet.Dry,9/20/18,3/17/19,9/24/14,3.92,Non-Responder
X5URJ4,recipient,before,Archie,Male,Domestic Shorthair,Domestic,Yes,11,3,Tabitha,Tabitha1,37H62V,Slight Improvement,Yes,No,No,No,Yes,Constipation,90,31,Yes,No,Yes,Wet.Dry,3/2/18,4/26/19,1/15/05,13.08,Responder
XAJXCX,recipient,after,Archie,Male,Domestic Shorthair,Domestic,Yes,11,3,Tabitha,Tabitha1,37H62V,Slight Improvement,Yes,No,No,No,Yes,Constipation,90,31,Yes,No,Yes,Wet.Dry,6/4/18,4/26/19,1/15/05,13.33,Responder
XBJBYU,recipient,after,Spanky,Male,Domestic Shorthair,Domestic,Yes,9,4,Eddie,Eddie,NPJ654,No Change,Maybe,No,No,Yes,No,Diarrhea,4,NA,Yes,No,No,Wet,7/4/19,7/18/19,2/18/09,10.33,Non-Responder
XVYHZE,recipient,before,Kalo,Male,Siamese,Siamese.Burmese,Yes,15,3,Fiogus,Fiogus1.Fiogus3.,FEVEUG. HGRAPM,Improved,Yes,No,Yes,Yes,No,VomDiarr,14,91,Yes,No,Yes,Wet.Dry,4/13/18,4/16/19,7/4/12,5.75,Responder
Y7VG74,recipient,after,Bosco,Male,Domestic Shorthair,Domestic,Yes,11.72,5,Tabitha,Tabitha1,37H62V,Slight Improvement,Yes,Yes,No,Yes,No,Diarrhea,NA,27,Yes,No,No,Wet,9/27/17,5/2/19,4/12/09,8.42,Responder
YCHFEY,healthy,healthy,Minion,Female,Domestic Shorthair,Domestic Shorthair,Yes,NA,5,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,Yes,No,Yes,Wet.Dry,7/15/19,7/26/19,NA,4.17,NA
YECK53,recipient,after,Frankie,Male,Domestic Shorthair,Domestic,Yes,7,5,Scylla,Scylla2,DKAYXQ,Slight Improvement,Maybe,Yes,No,Yes,No,Diarrhea,37,31,Yes,No,Yes,Wet.Dry,5/4/18,1/10/20,7/24/17,0.75,Responder
YF2FDB,healthy,healthy,Dusty,Female,American Shorthair,American Shorthair,Yes,NA,4,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,Yes,No,Yes,Wet.Dry,10/3/20,11/23/20,NA,6,NA
YGFJEU,recipient,after,Poe,Male,Domestic Shorthair,Domestic,Yes,10,5,Augustanor,Augustanor3.Augustanor1.Augustanor5,KS28KN. TLDR72. M4PSSS,Slight Improvement,Maybe,No,Yes,Yes,No,VomDiarr,16,31,No,No,Yes,Dry,11/11/18,3/9/19,7/4/08,10.33,Responder
YNA246,recipient,after,Artichoke,Female,Domestic Shorthair,Domestic,Yes,9,4,Tabitha,Tabitha5,N6ZL3K,Improved,Yes,Yes,Yes,Yes,No,VomDiarr,14,49,No,No,Yes,Dry,4/18/19,4/26/19,8/1/08,10.67,Responder
YQAXXH,healthy,healthy,Ellie,Female,Domestic Shorthair,Domestic Shorthair,Yes,NA,6,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,Yes,Yes,Yes,NA,11/10/20,11/19/20,NA,7.08,NA
YRHHAN,recipient,before,Frankie,Male,Domestic Shorthair,Domestic,Yes,7,5,Scylla,Scylla2,DKAYXQ,Slight Improvement,Maybe,Yes,No,Yes,No,Diarrhea,37,31,Yes,No,Yes,Wet.Dry,3/15/18,7/1/19,7/24/17,0.58,Responder
YTVMMM,healthy,healthy,Aspen,Female,Domestic Longhair,Domestic Longhair,Yes,NA,5,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,Yes,No,Yes,Wet.Dry,11/12/20,11/19/20,NA,3,NA
ZAAHY6,healthy,healthy,Maia,Female,Domestic Mediumhair,Domestic Mediumhair,No,NA,5,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,Yes,No,Yes,Wet.Dry,9/1/17,10/4/19,NA,7.17,NA
ZCPQXM,recipient,after,Parker,Male,Domestic Shorthair,Domestic,Yes,9.5,5,Tabitha,Tabitha1,37H62V,Slight Improvement,Yes,Yes,Yes,Yes,No,VomDiarr,23,34,Yes,No,Yes,Wet.Dry,1/31/18,6/14/19,5/15/12,5.67,Responder
ZDLKNZ,recipient,after,Christopher,Male,Domestic Shorthair,Domestic,Yes,11,5,Tabitha,Tabitha1,37H62V,Slight Improvement,No,No,No,No,Yes,Constipation,NA,17,No,Yes,No,Raw,9/27/17,6/14/19,2/1/07,10.58,Responder
ZRZESC,healthy,healthy,Rio,Male,Domestic Shorthair,Domestic Shorthair,Yes,NA,NA,Healthy,Healthy,NA,healthy,No,No,No,No,No,NA,NA,NA,No,No,No,Other,5/19/20,11/23/20,NA,3.25,NA
ZSBNGL,recipient,before,Ender,Male,Domestic Shorthair,Domestic,Yes,14,7,Tabitha,Tabitha1,37H62V,Improved,Yes,No,Yes,Yes,No,VomDiarr,60,NA,Yes,No,No,Wet,10/17/17,6/14/19,8/2/05,12.17,Responder
5YACPM,healthy,healthy,Mittens Chang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666667,
AJDNKK,healthy,healthy,Koji,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666667,
M64VGH,healthy,healthy,OMalley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,
QUH9ET,healthy,healthy,Pepe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,
RHYNM2,healthy,healthy,Buli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,
KZ8TKN,healthy,healthy,Tibbles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.833333333,
CGFW7G,healthy,healthy,Calypso Takade,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.916666667,
ETYMA7,healthy,healthy,Luigi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.916666667,
GKARQT,healthy,healthy,Tao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.916666667,
XA2C8W,healthy,healthy,Kirby Sheehan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.916666667,
1182CR,healthy,healthy,Carlie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
NUQFF8,healthy,healthy,Jemima,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
PYVMCR,healthy,healthy,Janie Ramos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,
77P9FF,healthy,healthy,Manchego,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.166666667,
SJ6U9L,healthy,healthy,Hobbes Owens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.166666667,
25K84Q,healthy,healthy,Modi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,
B6W2PD,healthy,healthy,Symphony,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.333333333,
G3DJWW,healthy,healthy,Lucy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.333333333,
JWAM7Y,healthy,healthy,Poncho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.333333333,
4DAHFV,healthy,healthy,Fendi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.416666667,
A4912R,healthy,healthy,Pinky Weng,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.416666667,
HEDEJN,healthy,healthy,Stoli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.416666667,
MZLDV7,healthy,healthy,Bandito,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.416666667,
BC231R,healthy,healthy,Midna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,
LL7PV7,healthy,healthy,Mossy Bones,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,
M74C82,healthy,healthy,Ophelia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,
PSLEMH,healthy,healthy,Chloe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.583333333,
XPPMT4,healthy,healthy,Snowy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.583333333,
TYAPXC,healthy,healthy,Martha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.666666667,
6CK9C6,healthy,healthy,Neelix,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,
68HYX8,healthy,healthy,Lord Kinbote,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.833333333,
37H62V,healthy,healthy,Tabitha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.916666667,
AKUTSD,healthy,healthy,Rusty Bucket,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.916666667,
HU9Z29,healthy,healthy,Mochi Huang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.916666667,
PXGKUE,healthy,healthy,Toastie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.916666667,
Y7UPJ8,healthy,healthy,Pyon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.916666667,
1055CR,healthy,healthy,Bali,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,
6ADNQL,healthy,healthy,Cheshire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,
Q3Q7NH,healthy,healthy,Peril Hill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,
CLYBJJ,healthy,healthy,Haru Snyder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.166666667,
HF55BV,healthy,healthy,Shiva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.166666667,
NBGTUN,healthy,healthy,Bingley,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.166666667,
18B97R,healthy,healthy,Love,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.416666667,
S94CTT,healthy,healthy,Nova,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.416666667,
57J88V,healthy,healthy,Squeeky,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,
7AFUBZ,healthy,healthy,Sofie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,
9PQWYA,healthy,healthy,Udon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,
CEHZSX,healthy,healthy,Captain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,
TG66EN,healthy,healthy,Zilla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,
Z8M4XC,healthy,healthy,Gus Isaacson,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,
WGYJ69,healthy,healthy,Nova,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.583333333,
PPWXYX,healthy,healthy,Cupcake,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75,
66MFKG,healthy,healthy,Bruce Wayne,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.916666667,
6L9EFX,healthy,healthy,Georgie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.916666667,
9NCRW9,healthy,healthy,Thor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.916666667,
CTTRAC,healthy,healthy,Rocket,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.916666667,
LYJMFB,healthy,healthy,Cleo Veronique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.916666667,
WYL49G,healthy,healthy,Blue Veronique,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.916666667,
DRTKTD,healthy,healthy,Kingman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,
KGW4UB,healthy,healthy,Tiger Lily,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,
PZDFUU,healthy,healthy,Maverick,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,
G3Q5TT,healthy,healthy,Zoey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.08333333,
H5SUPC,healthy,healthy,Dodger Beels,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.08333333,
DY9YWW,healthy,healthy,Nini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.16666667,
4WYUCX,healthy,healthy,Lila,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,
XJ7EHM,healthy,healthy,Story Elburn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,
T9KYVV,healthy,healthy,Tate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.75,
TPWW9M,healthy,healthy,P-Ling,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.75,
UQAU6T,healthy,healthy,Lyle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.75,
V9MMEP,healthy,healthy,Sidney,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.83333333,
DR34F9,healthy,healthy,Taco Whitman,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.91666667,
HKS7CJ,healthy,healthy,Molly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.91666667,
JRZ9A8,healthy,healthy,Hattie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.91666667,
N5ESG9,healthy,healthy,Maisie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.91666667,
UK59HD,healthy,healthy,Miss Trudy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.16666667,
MRMXM7,healthy,healthy,Maggie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,
1336CR,healthy,healthy,Chico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,
FAYM2P,healthy,healthy,Annie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,
N76S5Q,healthy,healthy,Galen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,
YSCDEB,healthy,healthy,Eddie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,
